tech,distance_m,location,protocol,direction,sample,pci,rnti,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_bler,dl_bs,ul_snr,ul_pucch_snr,ul_rsrp,ul_phr,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_bler,ul_bsr,ul_ta
5G,10,Loc_3_10m,TCP,UL,49,1.0,4601,14.0,1.0,21.0,69000.0,68.0,2.0,2.0,0.0,-8.9,,-36.1,-11.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,2.87e-07
5G,10,Loc_3_10m,TCP,UL,50,1.0,4601,13.0,1.0,19.0,55000.0,62.0,0.0,0.0,0.0,-9.3,,-36.5,-12.0,1.0,0.0,541000.0,394.0,6.0,1.0,700000.0,3.08e-07
5G,10,Loc_3_10m,TCP,UL,51,1.0,4601,13.0,1.0,19.0,60000.0,65.0,0.0,0.0,0.0,-7.0,,-35.2,-12.0,1.0,0.0,542000.0,400.0,0.0,0.0,700000.0,3.28e-07
5G,10,Loc_3_10m,TCP,UL,52,1.0,4601,13.0,1.0,19.0,60000.0,65.0,0.0,0.0,0.0,-10.5,,-36.2,-12.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,3.18e-07
5G,10,Loc_3_10m,TCP,UL,53,1.0,4601,13.0,1.0,19.0,63000.0,66.0,1.0,1.0,0.0,-6.9,,-36.6,-13.0,1.0,0.0,538000.0,400.0,0.0,0.0,700000.0,3.23e-07
5G,10,Loc_3_10m,TCP,UL,54,1.0,4601,13.0,1.0,20.0,75000.0,75.0,2.0,2.0,0.0,-2.5,,-36.0,-11.0,1.0,0.0,618000.0,400.0,0.0,0.0,700000.0,2.99e-07
5G,10,Loc_3_10m,TCP,UL,55,1.0,4601,14.0,1.0,20.0,71000.0,72.0,3.0,4.0,0.0,-3.4,,-35.7,-9.0,1.0,0.0,607000.0,396.0,4.0,1.0,700000.0,3.04e-07
5G,10,Loc_3_10m,TCP,UL,56,1.0,4601,13.0,1.0,17.0,66000.0,77.0,1.0,1.0,0.0,-3.8,,-36.0,-13.0,1.0,0.0,583000.0,400.0,0.0,0.0,700000.0,3.13e-07
5G,10,Loc_3_10m,TCP,UL,57,1.0,4601,13.0,1.0,18.0,64000.0,72.0,0.0,0.0,0.0,-6.5,,-35.9,-14.0,1.0,0.0,559000.0,400.0,0.0,0.0,700000.0,3.23e-07
5G,10,Loc_3_10m,TCP,UL,58,1.0,4601,13.0,1.0,18.0,69000.0,76.0,0.0,0.0,0.0,-5.4,,-35.9,-12.0,1.0,0.0,586000.0,399.0,1.0,0.0,700000.0,3.29e-07
5G,10,Loc_3_10m,TCP,UL,59,1.0,4601,13.0,1.0,17.0,89000.0,99.0,12.0,10.0,0.0,-0.7,,-34.0,-10.0,1.0,1.0,954000.0,374.0,26.0,6.0,700000.0,3.0500000000000004e-07
5G,10,Loc_3_10m,TCP,UL,60,1.0,4601,12.0,1.0,13.0,52000.0,83.0,7.0,7.0,0.0,-0.8,,-34.1,-12.0,1.0,0.0,711000.0,392.0,8.0,2.0,700000.0,3.13e-07
5G,10,Loc_3_10m,TCP,UL,61,1.0,4601,13.0,1.0,15.0,41000.0,62.0,1.0,1.0,0.0,-5.8,,-35.5,-12.0,1.0,0.0,534000.0,394.0,6.0,1.0,700000.0,2.99e-07
5G,10,Loc_3_10m,TCP,UL,62,1.0,4601,13.0,1.0,15.0,59000.0,80.0,0.0,0.0,0.0,-1.6,,-34.7,-12.0,1.0,0.0,678000.0,394.0,6.0,1.0,700000.0,2.96e-07
5G,10,Loc_3_10m,TCP,UL,63,1.0,4601,14.0,1.0,16.0,59000.0,75.0,0.0,0.0,0.0,-0.4,,-35.3,-12.0,1.0,0.0,617000.0,394.0,6.0,1.0,700000.0,2.99e-07
5G,10,Loc_3_10m,TCP,UL,64,1.0,4601,13.0,1.0,16.0,62000.0,79.0,2.0,2.0,0.0,-3.4,,-34.8,-12.0,1.0,0.0,673000.0,392.0,8.0,2.0,700000.0,3.1200000000000004e-07
5G,10,Loc_3_10m,TCP,UL,65,1.0,4601,12.0,1.0,14.0,44000.0,68.0,2.0,2.0,0.0,-6.8,,-36.7,-13.0,1.0,0.0,514000.0,378.0,22.0,5.0,700000.0,3.06e-07
5G,10,Loc_3_10m,TCP,UL,66,1.0,4601,12.0,1.0,13.0,44000.0,71.0,0.0,0.0,0.0,-5.6,,-35.6,-13.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,3.18e-07
5G,10,Loc_3_10m,TCP,UL,67,1.0,4601,12.0,1.0,13.0,44000.0,73.0,0.0,0.0,0.0,-10.8,,-36.6,-13.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,3.16e-07
5G,10,Loc_3_10m,TCP,UL,68,1.0,4601,11.0,1.0,12.0,39000.0,70.0,0.0,0.0,0.0,-9.9,,-35.9,-13.0,1.0,0.0,535000.0,400.0,0.0,0.0,700000.0,3.13e-07
5G,10,Loc_3_10m,TCP,UL,69,1.0,4601,12.0,1.0,12.0,40000.0,70.0,0.0,0.0,0.0,-11.3,,-36.3,-13.0,1.0,0.0,526000.0,394.0,6.0,1.0,700000.0,3.2e-07
5G,10,Loc_3_10m,TCP,UL,70,1.0,4601,12.0,1.0,13.0,42000.0,67.0,1.0,1.0,0.0,-10.5,,-36.5,-17.0,1.0,0.0,491000.0,333.0,67.0,16.0,700000.0,3.06e-07
5G,10,Loc_3_10m,TCP,UL,71,1.0,4601,11.0,1.0,12.0,40000.0,69.0,0.0,0.0,0.0,-9.1,,-35.6,-17.0,1.0,0.0,530000.0,392.0,8.0,2.0,700000.0,3.04e-07
5G,10,Loc_3_10m,TCP,UL,72,1.0,4601,12.0,1.0,14.0,45000.0,69.0,0.0,0.0,0.0,-9.1,,-35.7,-17.0,1.0,0.0,535000.0,400.0,0.0,0.0,700000.0,3.1200000000000004e-07
5G,10,Loc_3_10m,TCP,UL,73,1.0,4601,11.0,1.0,13.0,43000.0,71.0,0.0,0.0,0.0,-5.1,,-34.7,-17.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,3.1400000000000003e-07
5G,10,Loc_3_10m,TCP,UL,74,1.0,4601,11.0,1.0,12.0,41000.0,70.0,0.0,0.0,0.0,-2.3,,-34.0,-16.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,2.96e-07
5G,10,Loc_3_10m,TCP,UL,75,1.0,4601,12.0,1.0,13.0,43000.0,70.0,0.0,0.0,0.0,-7.3,,-35.2,-16.0,1.0,0.0,503000.0,363.0,37.0,9.0,700000.0,2.77e-07
5G,10,Loc_3_10m,TCP,UL,76,1.0,4601,12.0,1.0,14.0,49000.0,70.0,1.0,1.0,0.0,-9.6,,-35.7,-16.0,1.0,0.0,531000.0,391.0,9.0,2.0,700000.0,2.7800000000000003e-07
5G,10,Loc_3_10m,TCP,UL,77,1.0,4601,12.0,1.0,13.0,47000.0,72.0,0.0,0.0,0.0,-2.6,,-33.6,-17.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,2.87e-07
5G,10,Loc_3_10m,TCP,UL,78,1.0,4601,11.0,1.0,12.0,42000.0,72.0,0.0,0.0,0.0,0.7,,-32.7,-16.0,1.0,0.0,535000.0,400.0,0.0,0.0,700000.0,3.25e-07
5G,10,Loc_3_10m,TCP,UL,79,1.0,4601,11.0,1.0,12.0,42000.0,73.0,0.0,0.0,0.0,0.2,,-33.1,-16.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,3.0700000000000004e-07
5G,10,Loc_3_10m,TCP,UL,80,1.0,4601,11.0,1.0,13.0,41000.0,69.0,0.0,0.0,0.0,-0.5,,-33.3,-17.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,2.94e-07
5G,10,Loc_3_10m,TCP,UL,81,1.0,4601,12.0,1.0,14.0,55000.0,76.0,0.0,0.0,0.0,-6.2,,-34.8,-17.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,3.13e-07
5G,10,Loc_3_10m,TCP,UL,82,1.0,4601,12.0,1.0,15.0,49000.0,63.0,1.0,1.0,0.0,-4.9,,-37.1,-14.0,1.0,0.0,449000.0,331.0,69.0,17.0,700000.0,3.16e-07
5G,10,Loc_3_10m,UDP,DL,0,1.0,4601,11.0,1.0,15.0,54000.0,67.0,6.0,8.0,0.0,-2.8,,-36.2,-11.0,1.0,0.0,429000.0,261.0,38.0,12.0,700000.0,3.78e-07
5G,10,Loc_3_10m,UDP,DL,1,1.0,4601,13.0,1.0,20.0,73000.0,73.0,8.0,9.0,0.0,-0.7,,-35.9,-10.0,1.0,0.0,542000.0,400.0,0.0,0.0,700000.0,2.94e-07
5G,10,Loc_3_10m,UDP,DL,2,1.0,4601,13.0,1.0,20.0,79000.0,77.0,6.0,7.0,0.0,0.9,,-34.7,-12.0,1.0,0.0,580000.0,400.0,0.0,0.0,700000.0,3.01e-07
5G,10,Loc_3_10m,UDP,DL,3,1.0,4601,13.0,1.0,19.0,101000.0,97.0,1.0,1.0,0.0,2.2,,-33.5,-11.0,1.0,1.0,800000.0,392.0,8.0,2.0,700000.0,3.1e-07
5G,10,Loc_3_10m,UDP,DL,4,1.0,4601,13.0,1.0,20.0,95000.0,90.0,0.0,0.0,0.0,1.8,,-33.7,-10.0,1.0,0.0,718000.0,394.0,6.0,1.0,77300.0,3.1700000000000005e-07
5G,10,Loc_3_10m,UDP,DL,5,1.0,4601,13.0,1.0,20.0,82000.0,77.0,0.0,0.0,0.0,1.5,,-33.9,-10.0,1.0,0.0,588000.0,323.0,3.0,0.0,0.0,2.99e-07
5G,10,Loc_3_10m,UDP,DL,6,1.0,4601,13.0,1.0,20.0,456.0,1.0,0.0,0.0,0.0,6.5,,-29.7,-9.0,1.0,4.0,10700.0,3.0,0.0,0.0,0.0,2.99e-07
5G,10,Loc_3_10m,UDP,DL,7,1.0,4601,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1700000000000005e-07
5G,10,Loc_3_10m,UDP,DL,8,1.0,4601,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,,-29.7,-8.0,1.0,4.0,3840.0,1.0,0.0,0.0,0.0,3.34e-07
5G,10,Loc_3_10m,UDP,DL,9,1.0,4601,13.0,1.0,20.0,456.0,1.0,0.0,0.0,0.0,1.9,,-33.4,-9.0,1.0,3.0,2980.0,1.0,0.0,0.0,0.0,3.3600000000000004e-07
5G,10,Loc_3_10m,UDP,DL,10,1.0,4601,13.0,1.0,19.0,5800000.0,243.0,3.0,1.0,948000.0,3.2,,-32.4,-12.0,1.0,3.0,24800.0,24.0,5.0,17.0,0.0,3.0000000000000004e-07
5G,10,Loc_3_10m,UDP,DL,11,1.0,4601,12.0,1.0,19.0,43000000.0,1600.0,0.0,0.0,6010000.0,3.1,,-32.3,-8.0,1.0,0.0,49500.0,50.0,0.0,0.0,0.0,3.1900000000000004e-07
5G,10,Loc_3_10m,UDP,DL,12,1.0,4601,12.0,1.0,21.0,46000000.0,1590.0,10.0,0.0,5990000.0,3.3,,-32.3,-13.0,1.0,0.0,49100.0,50.0,0.0,0.0,0.0,2.99e-07
5G,10,Loc_3_10m,UDP,DL,13,1.0,4601,12.0,1.0,19.0,41000000.0,1560.0,40.0,2.0,6030000.0,-3.5,,-35.3,-13.0,1.0,0.0,39900.0,50.0,6.0,10.0,0.0,3.0200000000000003e-07
5G,10,Loc_3_10m,UDP,DL,14,1.0,4601,12.0,1.0,19.0,41000000.0,1562.0,38.0,2.0,6000000.0,-8.6,,-36.6,-11.0,1.0,0.0,38400.0,50.0,15.0,23.0,0.0,2.8300000000000003e-07
5G,10,Loc_3_10m,UDP,DL,15,1.0,4601,12.0,1.0,18.0,39000000.0,1540.0,60.0,3.0,6070000.0,-1.6,,-35.7,-10.0,1.0,0.0,33000.0,43.0,0.0,0.0,0.0,3.0700000000000004e-07
5G,10,Loc_3_10m,UDP,DL,16,1.0,4601,12.0,1.0,13.0,26000000.0,1514.0,86.0,5.0,6080000.0,-0.8,,-35.0,-11.0,1.0,0.0,30000.0,39.0,0.0,0.0,0.0,3.2e-07
5G,10,Loc_3_10m,UDP,DL,17,1.0,4601,12.0,1.0,13.0,26000000.0,1533.0,67.0,4.0,6080000.0,-1.1,,-35.0,-10.0,1.0,0.0,33000.0,43.0,0.0,0.0,0.0,3.2600000000000003e-07
5G,10,Loc_3_10m,UDP,DL,18,1.0,4601,12.0,1.0,13.0,25000000.0,1500.0,100.0,6.0,6080000.0,-1.0,,-35.3,-10.0,1.0,0.0,28400.0,37.0,0.0,0.0,0.0,3.2100000000000003e-07
5G,10,Loc_3_10m,UDP,DL,19,1.0,4601,12.0,1.0,13.0,25000000.0,1503.0,97.0,6.0,6070000.0,0.0,,-35.1,-12.0,1.0,0.0,27600.0,36.0,0.0,0.0,0.0,3.01e-07
5G,10,Loc_3_10m,UDP,DL,20,1.0,4601,12.0,1.0,13.0,25000000.0,1500.0,100.0,6.0,6070000.0,-0.9,,-35.7,-11.0,1.0,0.0,27600.0,36.0,0.0,0.0,0.0,3.0700000000000004e-07
5G,10,Loc_3_10m,UDP,DL,21,1.0,4601,12.0,1.0,13.0,25000000.0,1499.0,101.0,6.0,6070000.0,0.6,,-34.6,-13.0,1.0,0.0,27600.0,36.0,0.0,0.0,0.0,3.22e-07
5G,10,Loc_3_10m,UDP,DL,22,1.0,4601,12.0,1.0,12.0,24000000.0,1500.0,100.0,6.0,6090000.0,-1.7,,-36.4,-15.0,1.0,0.0,26900.0,35.0,0.0,0.0,0.0,3.2600000000000003e-07
5G,10,Loc_3_10m,UDP,DL,23,1.0,4601,11.0,1.0,11.0,21000000.0,1497.0,103.0,6.0,6100000.0,-3.3,,-37.9,-14.0,1.0,0.0,29200.0,38.0,0.0,0.0,0.0,3.1e-07
5G,10,Loc_3_10m,UDP,DL,24,1.0,4601,11.0,1.0,11.0,21000000.0,1510.0,90.0,5.0,6110000.0,-3.7,,-36.9,-14.0,1.0,0.0,28400.0,37.0,0.0,0.0,0.0,3.1200000000000004e-07
5G,10,Loc_3_10m,UDP,DL,25,1.0,4601,11.0,1.0,11.0,21000000.0,1513.0,87.0,5.0,6100000.0,-3.1,,-36.6,-14.0,1.0,0.0,30700.0,40.0,0.0,0.0,0.0,3.2100000000000003e-07
5G,10,Loc_3_10m,UDP,DL,26,1.0,4601,11.0,1.0,11.0,21000000.0,1502.0,98.0,6.0,6110000.0,-2.2,,-36.3,-14.0,1.0,0.0,26100.0,34.0,0.0,0.0,0.0,3.25e-07
5G,10,Loc_3_10m,UDP,DL,27,1.0,4601,11.0,1.0,11.0,21000000.0,1480.0,120.0,7.0,6020000.0,-4.4,,-36.5,-13.0,1.0,0.0,29800.0,39.0,3.0,7.0,0.0,3.28e-07
5G,10,Loc_3_10m,UDP,DL,28,1.0,4601,12.0,1.0,13.0,24000000.0,1443.0,157.0,9.0,6090000.0,-2.4,,-36.3,-14.0,1.0,0.0,30700.0,40.0,0.0,0.0,0.0,3.0700000000000004e-07
5G,10,Loc_3_10m,UDP,DL,29,1.0,4601,12.0,1.0,13.0,24000000.0,1432.0,168.0,10.0,6080000.0,-0.8,,-35.5,-13.0,1.0,0.0,31500.0,41.0,0.0,0.0,0.0,3.18e-07
5G,10,Loc_3_10m,UDP,DL,30,1.0,4601,12.0,1.0,13.0,24000000.0,1452.0,148.0,9.0,5780000.0,-3.4,,-36.0,-14.0,1.0,0.0,29800.0,39.0,3.0,7.0,0.0,3.22e-07
5G,10,Loc_3_10m,UDP,DL,31,1.0,4601,12.0,1.0,13.0,24000000.0,1443.0,157.0,9.0,2770000.0,-0.2,,-35.2,-15.0,1.0,0.0,31700.0,40.0,0.0,0.0,0.0,3.2600000000000003e-07
5G,10,Loc_3_10m,UDP,DL,32,1.0,4601,12.0,1.0,12.0,23000000.0,1413.0,147.0,9.0,0.0,-4.4,,-35.5,-21.0,1.0,0.0,32000.0,35.0,8.0,18.0,2810.0,3.0900000000000003e-07
5G,10,Loc_3_10m,UDP,DL,33,1.0,4601,10.0,1.0,11.0,18000.0,14.0,0.0,0.0,0.0,-6.5,,-40.1,-12.0,1.0,1.0,27800.0,25.0,24.0,48.0,0.0,3.0900000000000003e-07
5G,10,Loc_3_10m,UDP,DL,34,1.0,4601,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7100000000000003e-07
5G,10,Loc_3_10m,UDP,UL,0,1.0,4601,10.0,1.0,17.0,17000.0,19.0,9.0,32.0,0.0,3.1,,-32.6,-13.0,1.0,3.0,24900.0,12.0,0.0,0.0,0.0,3.3800000000000004e-07
5G,10,Loc_3_10m,UDP,UL,1,1.0,4601,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75e-07
5G,10,Loc_3_10m,UDP,UL,2,1.0,4601,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54e-07
5G,10,Loc_3_10m,UDP,UL,3,1.0,4601,11.0,1.0,17.0,384.0,1.0,0.0,0.0,0.0,2.1,,-33.8,-12.0,1.0,0.0,768.0,1.0,0.0,0.0,0.0,3.25e-07
5G,10,Loc_3_10m,UDP,UL,4,1.0,4601,11.0,1.0,17.0,25000.0,34.0,0.0,0.0,0.0,-0.1,,-35.4,-13.0,1.0,0.0,181000.0,127.0,0.0,0.0,700000.0,3.1e-07
5G,10,Loc_3_10m,UDP,UL,5,1.0,4601,10.0,1.0,16.0,9700.0,28.0,0.0,0.0,0.0,-1.5,,-35.9,-16.0,1.0,0.0,599000.0,388.0,12.0,3.0,700000.0,3.15e-07
5G,10,Loc_3_10m,UDP,UL,6,1.0,4601,11.0,1.0,17.0,9900.0,27.0,0.0,0.0,0.0,-1.6,,-36.6,-13.0,1.0,0.0,548000.0,400.0,0.0,0.0,700000.0,3.1e-07
5G,10,Loc_3_10m,UDP,UL,7,1.0,4601,11.0,1.0,17.0,9900.0,27.0,1.0,3.0,0.0,-1.3,,-35.7,-17.0,1.0,0.0,568000.0,385.0,15.0,3.0,700000.0,2.99e-07
5G,10,Loc_3_10m,UDP,UL,8,1.0,4601,10.0,1.0,16.0,9200.0,27.0,0.0,0.0,0.0,-3.1,,-37.4,-16.0,1.0,0.0,515000.0,384.0,16.0,4.0,700000.0,3.0000000000000004e-07
5G,10,Loc_3_10m,UDP,UL,9,1.0,4601,11.0,1.0,16.0,10000.0,28.0,1.0,3.0,0.0,-2.0,,-36.3,-15.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,3.1200000000000004e-07
5G,10,Loc_3_10m,UDP,UL,10,1.0,4601,11.0,1.0,16.0,10000.0,28.0,2.0,6.0,0.0,-2.2,,-36.3,-15.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,2.97e-07
5G,10,Loc_3_10m,UDP,UL,11,1.0,4601,11.0,1.0,16.0,9500.0,27.0,0.0,0.0,0.0,-2.3,,-36.4,-15.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,2.9500000000000003e-07
5G,10,Loc_3_10m,UDP,UL,12,1.0,4601,10.0,1.0,16.0,9900.0,28.0,0.0,0.0,0.0,-2.1,,-36.3,-14.0,1.0,0.0,541000.0,400.0,0.0,0.0,700000.0,3.03e-07
5G,10,Loc_3_10m,UDP,UL,13,1.0,4601,11.0,1.0,16.0,10000.0,28.0,1.0,3.0,0.0,-2.7,,-36.5,-14.0,1.0,0.0,540000.0,400.0,0.0,0.0,700000.0,3.1e-07
5G,10,Loc_3_10m,UDP,UL,14,1.0,4601,11.0,1.0,16.0,10000.0,28.0,0.0,0.0,0.0,-2.1,,-36.4,-14.0,1.0,0.0,559000.0,400.0,0.0,0.0,700000.0,3.16e-07
5G,10,Loc_3_10m,UDP,UL,15,1.0,4601,11.0,1.0,16.0,9900.0,28.0,0.0,0.0,0.0,-1.8,,-36.4,-14.0,1.0,0.0,588000.0,395.0,5.0,1.0,700000.0,3.2400000000000004e-07
5G,10,Loc_3_10m,UDP,UL,16,1.0,4601,10.0,1.0,16.0,10000.0,28.0,2.0,6.0,0.0,-1.7,,-36.0,-15.0,1.0,0.0,595000.0,396.0,4.0,1.0,700000.0,3.03e-07
5G,10,Loc_3_10m,UDP,UL,17,1.0,4601,10.0,1.0,15.0,11000.0,28.0,1.0,3.0,0.0,-1.0,,-35.5,-17.0,1.0,1.0,713000.0,374.0,26.0,6.0,700000.0,3.1200000000000004e-07
5G,10,Loc_3_10m,UDP,UL,18,1.0,4601,8.0,1.0,10.0,7400.0,23.0,3.0,11.0,0.0,-7.0,,-40.3,-15.0,1.0,0.0,338000.0,266.0,134.0,33.0,531000.0,3.2100000000000003e-07
5G,10,Loc_3_10m,UDP,UL,19,1.0,4601,10.0,1.0,14.0,10000.0,29.0,0.0,0.0,0.0,-4.3,,-36.9,-14.0,1.0,0.0,503000.0,369.0,31.0,7.0,700000.0,3.16e-07
5G,10,Loc_3_10m,UDP,UL,20,1.0,4601,10.0,1.0,14.0,7700.0,26.0,0.0,0.0,0.0,-4.5,,-37.1,-14.0,1.0,0.0,528000.0,382.0,18.0,4.0,700000.0,2.97e-07
5G,10,Loc_3_10m,UDP,UL,21,1.0,4601,11.0,1.0,16.0,9900.0,28.0,0.0,0.0,0.0,-8.4,,-38.7,-12.0,1.0,0.0,533000.0,398.0,2.0,0.0,700000.0,3.0500000000000004e-07
5G,10,Loc_3_10m,UDP,UL,22,1.0,4601,11.0,1.0,16.0,9900.0,28.0,0.0,0.0,0.0,-7.5,,-37.7,-14.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,3.1400000000000003e-07
5G,10,Loc_3_10m,UDP,UL,23,1.0,4601,11.0,1.0,16.0,9500.0,27.0,0.0,0.0,0.0,-5.3,,-37.2,-13.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,2.9500000000000003e-07
5G,10,Loc_3_10m,UDP,UL,24,1.0,4601,11.0,1.0,16.0,9900.0,28.0,0.0,0.0,0.0,-4.2,,-37.3,-14.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,2.96e-07
5G,10,Loc_3_10m,UDP,UL,25,1.0,4601,11.0,1.0,16.0,9900.0,28.0,0.0,0.0,0.0,-4.0,,-37.2,-14.0,1.0,0.0,536000.0,400.0,0.0,0.0,700000.0,3.0500000000000004e-07
5G,10,Loc_3_10m,UDP,UL,26,1.0,4601,11.0,1.0,16.0,9900.0,28.0,0.0,0.0,0.0,-3.8,,-37.0,-14.0,1.0,0.0,537000.0,400.0,0.0,0.0,700000.0,3.13e-07
5G,10,Loc_3_10m,UDP,UL,27,1.0,4601,11.0,1.0,16.0,9300.0,27.0,0.0,0.0,0.0,-2.9,,-37.3,-15.0,1.0,0.0,558000.0,398.0,2.0,0.0,700000.0,3.1900000000000004e-07
5G,10,Loc_3_10m,UDP,UL,28,1.0,4601,11.0,1.0,16.0,9700.0,28.0,0.0,0.0,0.0,-2.1,,-37.1,-14.0,1.0,0.0,614000.0,396.0,4.0,1.0,700000.0,3.01e-07
5G,10,Loc_3_10m,UDP,UL,29,1.0,4601,11.0,1.0,17.0,11000.0,29.0,0.0,0.0,0.0,-3.0,,-37.3,-13.0,1.0,0.0,572000.0,400.0,0.0,0.0,700000.0,3.0200000000000003e-07
5G,10,Loc_3_10m,UDP,UL,30,1.0,4601,11.0,1.0,17.0,11000.0,28.0,1.0,3.0,0.0,-3.9,,-37.6,-13.0,1.0,0.0,539000.0,399.0,1.0,0.0,700000.0,3.0900000000000003e-07
5G,10,Loc_3_10m,UDP,UL,31,1.0,4601,11.0,1.0,16.0,9700.0,27.0,0.0,0.0,0.0,-3.7,,-37.4,-14.0,1.0,0.0,553000.0,399.0,1.0,0.0,700000.0,3.16e-07
5G,10,Loc_3_10m,UDP,UL,32,1.0,4601,11.0,1.0,17.0,11000.0,28.0,0.0,0.0,0.0,-3.8,,-37.3,-14.0,1.0,0.0,550000.0,399.0,1.0,0.0,700000.0,3.25e-07
5G,10,Loc_3_10m,UDP,UL,33,1.0,4601,11.0,1.0,17.0,10000.0,28.0,1.0,3.0,0.0,-3.8,,-37.4,-14.0,1.0,0.0,549000.0,400.0,0.0,0.0,700000.0,3.0900000000000003e-07
5G,10,Loc_3_10m,UDP,UL,34,1.0,4601,11.0,1.0,16.0,9700.0,28.0,0.0,0.0,0.0,-3.5,,-37.5,-15.0,1.0,0.0,572000.0,399.0,1.0,0.0,700000.0,3.08e-07
5G,10,Loc_3_10m,UDP,UL,35,1.0,4601,11.0,1.0,17.0,10000.0,28.0,0.0,0.0,0.0,-3.4,,-37.4,-14.0,1.0,0.0,569000.0,399.0,1.0,0.0,700000.0,3.15e-07
5G,10,Loc_3_10m,UDP,UL,36,1.0,4601,11.0,1.0,17.0,11000.0,28.0,0.0,0.0,0.0,-3.9,,-37.4,-14.0,1.0,0.0,545000.0,399.0,1.0,0.0,700000.0,2.99e-07
5G,10,Loc_3_10m,UDP,UL,37,1.0,4601,11.0,1.0,16.0,10000.0,28.0,0.0,0.0,0.0,-3.1,,-37.7,-16.0,1.0,0.0,567000.0,391.0,9.0,2.0,700000.0,2.9500000000000003e-07
5G,10,Loc_3_10m,UDP,UL,38,1.0,4601,11.0,1.0,16.0,9400.0,27.0,0.0,0.0,0.0,-3.1,,-38.1,-17.0,1.0,0.0,542000.0,393.0,7.0,1.0,700000.0,3.0000000000000004e-07
5G,10,Loc_3_10m,UDP,UL,39,1.0,4601,11.0,1.0,16.0,9600.0,27.0,0.0,0.0,0.0,-2.6,,-37.5,-14.0,1.0,0.0,575000.0,388.0,12.0,3.0,700000.0,3.1e-07
5G,10,Loc_3_10m,UDP,UL,40,1.0,4601,11.0,1.0,17.0,11000.0,28.0,0.0,0.0,0.0,-3.3,,-37.3,-14.0,1.0,0.0,537000.0,400.0,0.0,0.0,150000.0,3.16e-07
5G,10,Loc_3_10m,UDP,UL,41,1.0,4601,11.0,1.0,17.0,11000.0,28.0,0.0,0.0,0.0,-3.1,,-37.0,-14.0,1.0,0.0,541000.0,400.0,0.0,0.0,77300.0,2.97e-07
5G,10,Loc_3_10m,UDP,UL,42,1.0,4601,11.0,1.0,17.0,16000.0,33.0,0.0,0.0,0.0,-2.6,,-36.9,-13.0,1.0,0.0,576000.0,399.0,0.0,0.0,0.0,3.06e-07
5G,10,Loc_3_10m,UDP,UL,43,1.0,4601,12.0,1.0,18.0,20000.0,12.0,0.0,0.0,0.0,-0.4,,-35.6,-14.0,1.0,2.0,31300.0,14.0,4.0,22.0,0.0,3.0900000000000003e-07
5G,10,Loc_3_10m,UDP,UL,44,1.0,4601,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16e-07
