tech,distance_m,location,protocol,direction,sample,pci,rnti,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_bler,dl_bs,ul_snr,ul_pucch_snr,ul_rsrp,ul_phr,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_bler,ul_bsr,ul_ta
4G,10,Loc_3_10m,TCP,UL,21,1.0,46,4.0,0.0,1.0,90000.0,164.0,17.0,9.0,,10.3,16.1,,9.0,,14.0,11000000.0,939.0,33.0,3.0,134000.0,
4G,10,Loc_3_10m,TCP,UL,22,1.0,46,4.0,0.0,1.0,103000.0,179.0,16.0,8.0,,11.3,,,9.0,,16.0,13000000.0,948.0,38.0,3.0,136000.0,
4G,10,Loc_3_10m,TCP,UL,23,1.0,46,5.0,0.0,3.0,116000.0,207.0,16.0,7.0,,12.4,,,10.0,,17.0,15000000.0,978.0,16.0,1.0,140000.0,
4G,10,Loc_3_10m,TCP,UL,24,1.0,46,4.0,0.0,2.0,86000.0,155.0,9.0,5.0,,9.4,15.0,,10.0,,13.0,10000000.0,968.0,20.0,2.0,143000.0,
4G,10,Loc_3_10m,TCP,UL,25,1.0,46,6.0,0.0,3.0,97000.0,176.0,2.0,1.0,,9.5,,,11.0,,13.0,11000000.0,996.0,3.0,0.0,145000.0,
4G,10,Loc_3_10m,TCP,UL,26,1.0,46,5.0,0.0,3.0,97000.0,170.0,20.0,10.0,,9.6,,,10.0,,13.0,10000000.0,984.0,15.0,1.0,143000.0,
4G,10,Loc_3_10m,TCP,UL,27,1.0,46,4.0,0.0,1.0,102000.0,184.0,10.0,5.0,,11.1,,,9.0,,15.0,13000000.0,974.0,8.0,0.0,140000.0,
4G,10,Loc_3_10m,TCP,UL,28,1.0,46,3.0,0.0,1.0,126000.0,212.0,2.0,0.0,,12.7,,,9.0,,17.0,15000000.0,974.0,4.0,0.0,139000.0,
4G,10,Loc_3_10m,TCP,UL,29,1.0,46,5.0,0.0,3.0,111000.0,187.0,10.0,5.0,,12.5,,,9.0,,17.0,14000000.0,992.0,7.0,0.0,140000.0,
4G,10,Loc_3_10m,TCP,UL,30,1.0,46,5.0,0.0,3.0,205000.0,328.0,14.0,4.0,,11.8,,,10.0,,17.0,14000000.0,985.0,8.0,0.0,139000.0,
4G,10,Loc_3_10m,TCP,UL,31,1.0,46,5.0,0.0,3.0,49000.0,67.0,7.0,9.0,,10.9,19.9,,14.0,,16.0,1000000.0,75.0,4.0,5.0,0.0,
4G,10,Loc_3_10m,TCP,UL,32,1.0,46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,0,1.0,46,7.0,0.0,2.0,4500.0,11.0,1.0,8.0,,12.5,21.1,,10.0,,9.0,238000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,1,1.0,46,4.0,0.0,0.0,56.0,1.0,0.0,0.0,,12.1,19.7,,14.0,,10.0,4300.0,1.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,2,1.0,46,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,3,1.0,46,5.0,0.0,2.0,4800.0,13.0,0.0,0.0,,10.7,18.8,,15.0,,9.0,43000.0,10.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,4,1.0,46,5.0,0.0,8.0,10000000.0,795.0,116.0,12.0,,11.5,19.1,,13.0,,9.0,68000.0,16.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,5,1.0,46,6.0,0.0,9.0,13000000.0,923.0,75.0,7.0,,13.2,19.9,,13.0,,10.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,6,1.0,46,5.0,0.0,7.0,11000000.0,940.0,57.0,5.0,,13.1,19.9,,13.0,,10.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,7,1.0,46,5.0,0.0,6.0,9200000.0,951.0,48.0,4.0,,12.8,20.0,,13.0,,10.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,8,1.0,46,5.0,0.0,6.0,10000000.0,951.0,49.0,4.0,,12.6,20.6,,13.0,,10.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,9,1.0,46,5.0,0.0,6.0,10000000.0,947.0,52.0,5.0,,12.6,19.7,,13.0,,10.0,68000.0,16.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,10,1.0,46,5.0,0.0,6.0,9800000.0,950.0,47.0,4.0,,12.0,19.5,,13.0,,9.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,11,1.0,46,6.0,0.0,7.0,11000000.0,947.0,51.0,5.0,,12.2,19.6,,13.0,,9.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,12,1.0,46,5.0,0.0,6.0,9500000.0,953.0,46.0,4.0,,12.7,19.7,,13.0,,9.0,68000.0,16.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,13,1.0,46,5.0,0.0,6.0,9900000.0,943.0,57.0,5.0,,12.9,20.0,,13.0,,10.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,14,1.0,46,5.0,0.0,6.0,9900000.0,951.0,48.0,4.0,,13.1,20.1,,13.0,,10.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,15,1.0,46,5.0,0.0,6.0,9900000.0,946.0,49.0,4.0,,12.9,20.0,,13.0,,10.0,68000.0,16.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,16,1.0,46,5.0,0.0,5.0,9000000.0,960.0,39.0,3.0,,13.0,20.0,,13.0,,10.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,17,1.0,46,5.0,0.0,6.0,9400000.0,938.0,61.0,6.0,,12.9,20.0,,13.0,,10.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,18,1.0,46,5.0,0.0,6.0,9500000.0,946.0,52.0,5.0,,12.9,20.0,,13.0,,10.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,19,1.0,46,5.0,0.0,5.0,8300000.000000001,949.0,48.0,4.0,,13.0,20.1,,13.0,,10.0,68000.0,16.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,20,1.0,46,5.0,0.0,6.0,9900000.0,948.0,51.0,5.0,,12.3,19.7,,13.0,,9.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,21,1.0,46,5.0,0.0,6.0,10000000.0,949.0,49.0,4.0,,13.4,20.1,,13.0,,11.0,63000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,22,1.0,46,6.0,0.0,9.0,13000000.0,942.0,57.0,5.0,,11.0,18.8,,14.0,,9.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,23,1.0,46,6.0,0.0,8.0,12000000.0,959.0,41.0,4.0,,11.8,19.2,,14.0,,9.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,24,1.0,46,6.0,0.0,9.0,13000000.0,946.0,52.0,5.0,,12.6,19.8,,14.0,,10.0,68000.0,16.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,25,1.0,46,6.0,0.0,8.0,12000000.0,951.0,49.0,4.0,,10.6,18.3,,13.0,,8.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,26,1.0,46,4.0,0.0,4.0,7400000.0,958.0,32.0,3.0,,11.4,19.7,,12.0,,9.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,27,1.0,46,5.0,0.0,6.0,10000000.0,942.0,57.0,5.0,,11.7,20.4,,12.0,,9.0,68000.0,16.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,28,1.0,46,5.0,0.0,6.0,9900000.0,973.0,27.0,2.0,,12.6,21.3,,12.0,,10.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,29,1.0,46,5.0,0.0,6.0,9600000.0,917.0,82.0,8.0,,13.2,21.3,,13.0,,11.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,30,1.0,46,5.0,0.0,5.0,9000000.0,977.0,24.0,2.0,,11.5,19.6,,13.0,,9.0,68000.0,16.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,31,1.0,46,5.0,0.0,7.0,11000000.0,947.0,52.0,5.0,,10.9,19.1,,13.0,,9.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,32,1.0,46,6.0,0.0,8.0,12000000.0,920.0,79.0,7.0,,10.4,18.4,,14.0,,9.0,68000.0,16.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,33,1.0,46,5.0,0.0,7.0,11000000.0,953.0,45.0,4.0,,10.5,18.7,,13.0,,9.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,34,1.0,46,5.0,0.0,6.0,10000000.0,949.0,50.0,5.0,,10.5,18.8,,13.0,,9.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,35,1.0,46,6.0,0.0,7.0,11000000.0,940.0,59.0,5.0,,11.2,18.7,,13.0,,9.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,36,1.0,46,7.0,0.0,9.0,14000000.0,958.0,42.0,4.0,,10.3,18.1,,14.0,,8.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,37,1.0,46,6.0,0.0,7.0,11000000.0,950.0,48.0,4.0,,10.0,17.5,,13.0,,8.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,38,1.0,46,6.0,0.0,8.0,12000000.0,944.0,53.0,5.0,,10.5,18.6,,13.0,,9.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,39,1.0,46,5.0,0.0,5.0,7700000.0,958.0,43.0,4.0,,10.4,18.1,,13.0,,9.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,40,1.0,46,6.0,0.0,8.0,13000000.0,943.0,56.0,5.0,,10.5,18.0,,13.0,,9.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,41,1.0,46,6.0,0.0,7.0,11000000.0,946.0,51.0,5.0,,10.7,18.1,,14.0,,9.0,68000.0,16.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,42,1.0,46,6.0,0.0,9.0,14000000.0,946.0,53.0,5.0,,10.2,17.8,,14.0,,9.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,43,1.0,46,5.0,0.0,7.0,11000000.0,952.0,46.0,4.0,,10.1,17.5,,13.0,,8.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,44,1.0,46,6.0,0.0,9.0,14000000.0,948.0,51.0,5.0,,10.6,18.1,,14.0,,9.0,68000.0,16.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,45,1.0,46,6.0,0.0,8.0,13000000.0,952.0,47.0,4.0,,10.7,18.3,,14.0,,9.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,46,1.0,46,6.0,0.0,9.0,14000000.0,949.0,51.0,5.0,,10.7,18.2,,14.0,,9.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,47,1.0,46,6.0,0.0,8.0,12000000.0,947.0,51.0,5.0,,10.6,18.2,,14.0,,9.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,48,1.0,46,6.0,0.0,7.0,11000000.0,949.0,49.0,4.0,,10.4,18.0,,13.0,,8.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,49,1.0,46,6.0,0.0,9.0,13000000.0,948.0,50.0,5.0,,9.9,17.2,,13.0,,8.0,65000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,50,1.0,46,5.0,0.0,6.0,10000000.0,956.0,44.0,4.0,,12.0,19.3,,14.0,,10.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,51,1.0,46,5.0,0.0,7.0,11000000.0,952.0,48.0,4.0,,10.9,18.4,,14.0,,9.0,64000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,52,1.0,46,4.0,0.0,5.0,8100000.0,935.0,39.0,4.0,,8.4,16.3,,12.0,,7.0,59000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,53,1.0,46,4.0,0.0,4.0,6200000.0,951.0,34.0,3.0,,9.0,17.8,,11.0,,7.0,65000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,54,1.0,46,4.0,0.0,5.0,7800000.0,945.0,44.0,4.0,,8.8,17.3,,11.0,,7.0,65000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,55,1.0,46,5.0,0.0,6.0,9600000.0,942.0,43.0,4.0,,9.4,18.4,,12.0,,8.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,56,1.0,46,6.0,0.0,8.0,12000000.0,903.0,95.0,9.0,,9.0,17.5,,11.0,,7.0,61000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,57,1.0,46,5.0,0.0,6.0,9600000.0,956.0,43.0,4.0,,9.7,18.3,,12.0,,8.0,65000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,58,1.0,46,5.0,0.0,6.0,8900000.0,934.0,60.0,6.0,,10.3,18.8,,13.0,,9.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,59,1.0,46,5.0,0.0,6.0,10000000.0,952.0,46.0,4.0,,9.4,17.9,,12.0,,8.0,65000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,60,1.0,46,5.0,0.0,7.0,11000000.0,955.0,44.0,4.0,,7.8,15.3,,11.0,,6.0,60000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,61,1.0,46,5.0,0.0,7.0,11000000.0,951.0,49.0,4.0,,7.3,14.6,,11.0,,6.0,61000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,62,1.0,46,5.0,0.0,7.0,12000000.0,942.0,57.0,5.0,,8.0,15.5,,12.0,,7.0,66000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,63,1.0,46,5.0,0.0,7.0,11000000.0,947.0,51.0,5.0,,8.9,16.4,,12.0,,7.0,61000.0,14.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,64,1.0,46,7.0,0.0,8.0,3000000.0,234.0,13.0,5.0,,9.1,16.4,,12.0,,7.0,30000.0,7.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,65,1.0,46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,DL,66,1.0,46,4.0,0.0,0.0,56.0,1.0,0.0,0.0,,13.5,19.7,,14.0,,9.0,4300.0,1.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,UL,0,1.0,46,4.0,0.0,1.0,1800.0,12.0,3.0,20.0,,13.4,22.2,,8.0,,8.0,91000.0,15.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,UL,1,1.0,46,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,UL,2,1.0,46,4.0,0.0,2.0,7300.0,20.0,0.0,0.0,,13.9,20.2,,12.0,,12.0,415000.0,49.0,0.0,0.0,140000.0,
4G,10,Loc_3_10m,UDP,UL,3,1.0,46,4.0,0.0,0.0,896.0,16.0,0.0,0.0,,12.8,,,10.0,,12.0,8900000.0,988.0,0.0,0.0,143000.0,
4G,10,Loc_3_10m,UDP,UL,4,1.0,46,3.0,0.0,0.0,896.0,16.0,0.0,0.0,,13.2,,,10.0,,13.0,11000000.0,970.0,0.0,0.0,141000.0,
4G,10,Loc_3_10m,UDP,UL,5,1.0,46,4.0,0.0,0.0,840.0,15.0,0.0,0.0,,13.3,,,10.0,,14.0,12000000.0,1000.0,0.0,0.0,137000.0,
4G,10,Loc_3_10m,UDP,UL,6,1.0,46,4.0,0.0,0.0,952.0,17.0,0.0,0.0,,13.2,,,10.0,,17.0,14000000.0,1000.0,0.0,0.0,137000.0,
4G,10,Loc_3_10m,UDP,UL,7,1.0,46,3.0,0.0,0.0,840.0,15.0,0.0,0.0,,13.2,,,10.0,,17.0,15000000.0,980.0,0.0,0.0,134000.0,
4G,10,Loc_3_10m,UDP,UL,8,1.0,46,3.0,0.0,0.0,1000.0,18.0,0.0,0.0,,13.2,,,10.0,,18.0,17000000.0,966.0,0.0,0.0,134000.0,
4G,10,Loc_3_10m,UDP,UL,9,1.0,46,4.0,0.0,0.0,952.0,17.0,0.0,0.0,,13.2,,,10.0,,18.0,17000000.0,1000.0,0.0,0.0,134000.0,
4G,10,Loc_3_10m,UDP,UL,10,1.0,46,4.0,0.0,0.0,840.0,15.0,0.0,0.0,,13.2,,,10.0,,18.0,17000000.0,996.0,0.0,0.0,134000.0,
4G,10,Loc_3_10m,UDP,UL,11,1.0,46,4.0,0.0,0.0,896.0,16.0,0.0,0.0,,13.2,,,10.0,,18.0,17000000.0,1000.0,0.0,0.0,134000.0,
4G,10,Loc_3_10m,UDP,UL,12,1.0,46,4.0,0.0,0.0,840.0,15.0,0.0,0.0,,13.2,,,10.0,,18.0,17000000.0,983.0,6.0,0.0,137000.0,
4G,10,Loc_3_10m,UDP,UL,13,1.0,46,4.0,0.0,0.0,952.0,17.0,0.0,0.0,,13.2,,,10.0,,18.0,16000000.0,996.0,0.0,0.0,134000.0,
4G,10,Loc_3_10m,UDP,UL,14,1.0,46,4.0,0.0,0.0,840.0,15.0,0.0,0.0,,13.4,,,10.0,,18.0,17000000.0,996.0,0.0,0.0,134000.0,
4G,10,Loc_3_10m,UDP,UL,15,1.0,46,4.0,0.0,0.0,952.0,17.0,0.0,0.0,,12.9,17.0,,10.0,,17.0,15000000.0,987.0,8.0,0.0,133000.0,
4G,10,Loc_3_10m,UDP,UL,16,1.0,46,4.0,0.0,0.0,840.0,15.0,0.0,0.0,,13.4,15.8,,10.0,,18.0,16000000.0,959.0,34.0,3.0,142000.0,
4G,10,Loc_3_10m,UDP,UL,17,1.0,46,4.0,0.0,0.0,840.0,15.0,0.0,0.0,,10.4,,,11.0,,14.0,12000000.0,994.0,0.0,0.0,139000.0,
4G,10,Loc_3_10m,UDP,UL,18,1.0,46,4.0,0.0,0.0,952.0,17.0,0.0,0.0,,10.5,,,10.0,,14.0,12000000.0,981.0,9.0,0.0,136000.0,
4G,10,Loc_3_10m,UDP,UL,19,1.0,46,4.0,0.0,0.0,896.0,16.0,0.0,0.0,,10.2,,,10.0,,14.0,12000000.0,1000.0,0.0,0.0,139000.0,
4G,10,Loc_3_10m,UDP,UL,20,1.0,46,3.0,0.0,0.0,1000.0,18.0,0.0,0.0,,11.7,,,9.0,,16.0,14000000.0,967.0,1.0,0.0,136000.0,
4G,10,Loc_3_10m,UDP,UL,21,1.0,46,3.0,0.0,0.0,896.0,16.0,0.0,0.0,,11.5,,,10.0,,16.0,13000000.0,966.0,5.0,0.0,139000.0,
4G,10,Loc_3_10m,UDP,UL,22,1.0,46,3.0,0.0,0.0,784.0,14.0,0.0,0.0,,11.6,,,9.0,,16.0,13000000.0,940.0,4.0,0.0,139000.0,
4G,10,Loc_3_10m,UDP,UL,23,1.0,46,4.0,0.0,1.0,14000.0,21.0,0.0,0.0,,11.7,19.5,,10.0,,16.0,9700000.0,722.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,UL,24,1.0,46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,UL,25,1.0,46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,UL,26,1.0,46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,UL,27,1.0,46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,UL,28,1.0,46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,UDP,UL,29,1.0,46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
5G,2,Loc_1_2m,TCP,DL,0,1.0,4601,15.0,1.0,13.0,17000.0,28.0,2.0,6.0,0.0,18.4,,-17.8,3.0,1.0,27.0,45500.0,11.0,9.0,45.0,0.0,1.95e-07
5G,2,Loc_1_2m,TCP,DL,1,1.0,4601,14.0,1.0,23.0,3000.0,4.0,0.0,0.0,0.0,17.5,,-19.4,2.0,1.0,22.0,12900.0,3.0,6.0,66.0,0.0,2.3500000000000003e-07
5G,2,Loc_1_2m,TCP,DL,2,1.0,4601,14.0,1.0,24.0,1100.0,2.0,0.0,0.0,0.0,20.1,,-16.1,0.0,1.0,23.0,8580.0,2.0,2.0,50.0,0.0,2.8800000000000004e-07
5G,2,Loc_1_2m,TCP,DL,3,1.0,4601,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63e-07
5G,2,Loc_1_2m,TCP,DL,4,1.0,4601,14.0,1.0,24.0,1700.0,3.0,2.0,40.0,0.0,15.4,,-20.9,4.0,1.0,18.0,17500.0,4.0,3.0,42.0,0.0,2.54e-07
5G,2,Loc_1_2m,TCP,DL,5,1.0,4601,15.0,1.0,24.0,21000000.0,694.0,170.0,19.0,7.0,1.4,,-25.9,-6.0,1.0,3.0,548000.0,158.0,63.0,28.0,3910.0,2.5000000000000004e-07
5G,2,Loc_1_2m,TCP,DL,6,1.0,4601,15.0,1.0,20.0,32000000.0,1247.0,186.0,12.0,172000.0,0.3,,-25.9,0.0,1.0,2.0,839000.0,295.0,89.0,23.0,3910.0,2.49e-07
5G,2,Loc_1_2m,TCP,DL,7,1.0,4601,15.0,1.0,19.0,27000000.0,1154.0,130.0,10.0,0.0,3.2,,-24.4,-7.0,1.0,3.0,803000.0,232.0,71.0,23.0,5450.0,2.66e-07
5G,2,Loc_1_2m,TCP,DL,8,1.0,4601,15.0,1.0,19.0,29000000.0,1251.0,100.0,7.0,7.0,1.5,,-25.7,-4.0,1.0,2.0,763000.0,310.0,56.0,15.0,7590.0,2.74e-07
5G,2,Loc_1_2m,TCP,DL,9,1.0,4601,15.0,1.0,19.0,25000000.0,1028.0,49.0,4.0,0.0,5.8,,-23.4,-5.0,1.0,5.0,774000.0,186.0,41.0,18.0,7590.0,2.46e-07
5G,2,Loc_1_2m,TCP,DL,10,1.0,4601,15.0,1.0,19.0,36000000.0,1417.0,63.0,4.0,77900.0,8.5,,-20.2,-13.0,1.0,6.0,879000.0,210.0,36.0,14.0,2009.9999999999998,2.5000000000000004e-07
5G,2,Loc_1_2m,TCP,DL,11,1.0,4601,15.0,1.0,19.0,36000000.0,1404.0,75.0,5.0,43300.0,6.0,,-22.0,2.0,1.0,4.0,753000.0,205.0,33.0,13.0,1450.0,2.51e-07
5G,2,Loc_1_2m,TCP,DL,12,1.0,4601,15.0,1.0,19.0,31000000.0,1232.0,247.0,16.0,97900.0,2.7,,-23.9,-4.0,1.0,3.0,584000.0,211.0,59.0,21.0,384.0,2.3600000000000002e-07
5G,2,Loc_1_2m,TCP,DL,13,1.0,4601,15.0,1.0,19.0,36000000.0,1383.0,147.0,9.0,231000.0,2.5,,-24.6,-2.0,1.0,2.0,595000.0,256.0,62.0,19.0,535.0,2.48e-07
5G,2,Loc_1_2m,TCP,DL,14,1.0,4601,15.0,1.0,19.0,37000000.0,1441.0,46.0,3.0,0.0,5.3,,-23.0,-2.0,1.0,4.0,666000.0,234.0,50.0,17.0,2009.9999999999998,2.5200000000000003e-07
5G,2,Loc_1_2m,TCP,DL,15,1.0,4601,15.0,1.0,19.0,35000000.0,1360.0,162.0,10.0,212000.0,2.6,,-24.2,-6.0,1.0,3.0,648000.0,209.0,61.0,22.0,384.0,2.5700000000000004e-07
5G,2,Loc_1_2m,TCP,DL,16,1.0,4601,15.0,1.0,19.0,39000000.0,1484.0,52.0,3.0,184000.0,5.4,,-22.7,-2.0,1.0,4.0,616000.0,238.0,29.0,10.0,1450.0,2.67e-07
5G,2,Loc_1_2m,TCP,DL,17,1.0,4601,15.0,1.0,19.0,32000000.0,1271.0,67.0,5.0,64900.00000000001,5.3,,-23.1,-4.0,1.0,4.0,629000.0,191.0,38.0,16.0,1450.0,2.74e-07
5G,2,Loc_1_2m,TCP,DL,18,1.0,4601,15.0,1.0,19.0,24000000.0,929.0,479.0,34.0,11800.0,2.8,,-24.8,-3.0,1.0,3.0,460000.0,159.0,47.0,22.0,0.0,2.7600000000000004e-07
5G,2,Loc_1_2m,TCP,DL,19,1.0,4601,15.0,1.0,19.0,30000000.0,1164.0,262.0,18.0,151000.0,0.6,,-26.0,-2.0,1.0,2.0,530000.0,231.0,59.0,20.0,1040.0,2.6e-07
5G,2,Loc_1_2m,TCP,DL,20,1.0,4601,15.0,1.0,19.0,31000000.0,1233.0,147.0,10.0,149000.0,1.2,,-26.3,0.0,1.0,2.0,578000.0,263.0,65.0,19.0,1040.0,2.62e-07
5G,2,Loc_1_2m,TCP,DL,21,1.0,4601,15.0,1.0,19.0,28000000.0,1106.0,165.0,12.0,42700.0,9.6,,-20.7,-5.0,1.0,6.0,556000.0,140.0,15.0,9.0,2810.0,2.66e-07
5G,2,Loc_1_2m,TCP,DL,22,1.0,4601,15.0,1.0,19.0,21000000.0,841.0,170.0,16.0,0.0,-0.1,,-27.8,-2.0,1.0,2.0,410000.0,158.0,67.0,29.0,2009.9999999999998,2.68e-07
5G,2,Loc_1_2m,TCP,DL,23,1.0,4602,15.0,1.0,24.0,21000000.0,721.0,38.0,5.0,0.0,13.9,,-19.6,-4.0,1.0,15.0,388000.0,72.0,42.0,36.0,198.0,2.46e-07
5G,2,Loc_1_2m,TCP,DL,24,1.0,4602,15.0,1.0,18.0,25000000.0,1063.0,115.0,9.0,97100.0,1.9,,-25.3,-1.0,1.0,4.0,500000.0,141.0,59.0,29.0,384.0,2.44e-07
5G,2,Loc_1_2m,TCP,DL,25,1.0,4602,15.0,1.0,19.0,26000000.0,1048.0,40.0,3.0,0.0,10.3,,-20.4,0.0,1.0,8.0,420000.0,106.0,17.0,13.0,0.0,2.46e-07
